pair_n,year,codeh,codef,pair_str,export,xpi,import,mpi,gdpf,gdph,gdppcf,gdppch,popf,poph,nrerf,nrerh,border,language,comlang_ethno,colony,comcol,curcol,col45,smctry,dist,distcap,distw,distwces,eareah,eareaf,europ,eunionh,eunionf,ceep,rexport,rimport,trade,gdp,sim,rfl,rerh,rerf,rer,distance,idh,idf
78,1960,DEU,ITA,DEUITA,678,19.05,627,13.5,5.46E+11,1.54E+12,10878.983,19679.536,50199700,72814900,623.99,4.2,0,0,0,0,0,0,0,0,1146.023,1187.299,1013.826,889.9425,0,0,0,1,1,1,3558.83,4645.977,9.012476,28.36553,-0.95008221,9.08257,22.04585,3275.312,-5.001044,7.044053,6,14
79,1960,DEU,JPN,DEUJPN,120,19.05,68,13.5,7.96E+11,1.54E+12,8607.6571,19679.536,92500572,72814900,360,4.2,0,0,0,0,0,0,0,0,9298.341,8927.671,9086.037,9079.584,0,0,0,1,0,0,629.8814,503.8699,7.033287,28.47884,-0.79967729,9.312163,22.04585,1889.644,-4.45102,9.137591,6,15
80,1960,DEU,NLD,DEUNLD,1003,19.05,867,13.5,1.88E+11,1.54E+12,16386.545,19679.536,11486631,72814900,3.8,4.2,1,0,0,0,0,0,0,0,173.5239,577.8569,379.1754,281.7572,0,0,0,1,1,1,5264.759,6424.342,9.366412,28.17715,-1.6385266,8.099551,22.04585,19.94625,0.1000834,5.156315,6,16
81,1960,DEU,NOR,DEUNOR,279,19.05,129,13.5,8.30E+10,1.54E+12,23167.442,19679.536,3581239,72814900,7.14,4.2,0,0,0,0,0,0,0,0,969.2816,838.0254,1038.91,970.3279,0,0,0,1,0,0,1464.474,955.8709,7.791666,28.11425,-2.3319114,8.157057,22.04585,37.49296,-0.5310288,6.876555,6,17
82,1960,DEU,PRT,DEUPRT,107,19.05,37,13.5,3.99E+10,1.54E+12,4500.7362,19679.536,8857716,72814900,28.75,4.2,0,0,0,0,0,0,0,0,1892.032,2314.488,2021.61,1984.226,0,0,0,1,0,0,561.6443,274.1645,6.7284,28.08731,-3.0109492,9.627655,22.04585,150.9091,-1.923553,7.545407,6,18
83,1960,DEU,SWE,DEUSWE,618,19.05,430,13.5,1.35E+11,1.54E+12,18050.119,19679.536,7484656,72814900,5.17,4.2,0,0,0,0,0,0,0,0,1118.929,810.3746,929.3204,826.5554,0,0,0,1,0,0,3243.889,3186.236,8.768749,28.1459,-1.9076558,7.395978,22.04585,27.15424,-0.2084089,7.020127,6,19
84,1960,DEU,USA,DEUUSA,897,19.05,1423,13.5,3.17E+12,1.54E+12,17550.573,19679.536,1.81E+08,72814900,1,4.2,0,0,0,0,0,0,0,0,6035.334,6717.542,7595.452,7405.775,0,0,0,1,0,0,4708.364,10544.22,9.632504,29.18054,-0.82118533,7.663391,22.04585,5.249012,1.435084,8.705386,6,20
85,1960,DNK,CHE,DNKCHE,21.2,19.05,54.9,13.5,1.63E+11,9.41E+10,30624.716,20537.546,5327827,4579603,4.37,6.91,0,0,0,0,0,0,0,0,1033.508,1033.508,1015.161,1009.375,0,0,0,0,0,0,111.2791,406.8009,6.25013,26.27319,-0.76807507,9.21902,36.25566,22.95367,0.4571179,6.940714,7,5
86,1960,DNK,DEU,DNKDEU,278.2,19.05,412.3,13.5,1.54E+12,9.41E+10,19679.536,20537.546,72814900,4579603,4.2,6.91,1,0,0,0,0,0,0,0,595.8536,352.9857,537.62,477.6479,0,0,0,0,1,0,1460.275,3055.082,8.415239,28.12107,-2.2201295,6.754615,36.25566,22.04585,0.4974712,6.389995,7,6
87,1960,DNK,ESP,DNKESP,4.3,19.05,11.6,13.5,2.25E+11,9.41E+10,7375.7029,20537.546,30455000,4579603,60,6.91,0,0,0,0,0,0,0,0,2074.977,2074.977,2061.48,2016.97,0,0,0,0,0,0,22.57075,85.95428,4.686981,26.48746,-0.87692459,9.485077,36.25566,314.9407,-2.161789,7.637705,7,8
88,1960,DNK,FIN,DNKFIN,26.2,19.05,37.2,13.5,5.40E+10,9.41E+10,12179.393,20537.546,4429634,4579603,3.2,6.91,0,0,0,0,0,0,0,0,884.6371,884.6371,992.3804,973.8977,0,0,0,0,0,0,137.5241,275.6465,6.02386,25.7205,-0.76940282,9.030993,36.25566,16.79684,0.7694049,6.785178,7,9
89,1960,DNK,FRA,DNKFRA,21.9,19.05,77.5,13.5,5.94E+11,9.41E+10,12743.925,20537.546,46621669,4579603,4.94,6.91,0,0,0,0,0,0,0,0,1027.609,1027.609,1195.8,1150.822,0,0,0,0,1,0,114.9534,574.2635,6.535556,27.25734,-1.4440155,8.961061,36.25566,25.91469,0.3357857,6.93499,7,10
90,1960,DNK,GBR,DNKGBR,393,19.05,341.8,13.5,7.30E+11,9.41E+10,13934.03,20537.546,52400000,4579603,0.36,6.91,0,0,0,0,0,0,0,0,959.5936,959.5936,920.4319,909.7173,0,0,0,0,0,0,2062.862,2532.688,8.432843,27.43768,-1.5985642,8.795358,36.25566,1.874648,2.962175,6.86651,7,11
91,1960,DNK,GRC,DNKGRC,4,19.05,0.6,13.5,5.22E+10,9.41E+10,6259.7931,20537.546,8331725,4579603,30,6.91,0,0,0,0,0,0,0,0,2135.535,2135.535,2142.474,2132.104,0,0,0,0,0,0,20.99605,4.445911,3.2364,25.7083,-0.77883799,9.566458,36.25566,157.4719,-1.468652,7.666472,7,12
92,1960,DNK,IRL,DNKIRL,3.2,19.05,0.7,13.5,3.77E+10,9.41E+10,12745.356,20537.546,2828600,4579603,0.36,6.91,0,0,0,0,0,0,0,0,1240.498,1240.498,1219.046,1208.118,0,0,0,0,0,0,16.79684,5.186896,3.090303,25.60413,-0.89529569,8.960877,36.25566,1.874648,2.962175,7.123268,7,13
93,1960,DNK,ITA,DNKITA,67.7,19.05,36.5,13.5,5.46E+11,9.41E+10,10878.983,20537.546,50199700,4579603,623.99,6.91,0,0,0,0,0,0,0,0,1534.086,1534.086,1475.937,1425.479,0,0,0,0,1,0,355.3581,270.4596,6.439059,27.18501,-1.3836287,9.1756,36.25566,3275.312,-4.503573,7.33569,7,14
94,1960,DNK,JPN,DNKJPN,4.2,19.05,12.2,13.5,7.96E+11,9.41E+10,8607.6571,20537.546,92500572,4579603,360,6.91,0,0,0,0,0,0,0,0,8702.536,8702.536,8651.318,8648.037,0,0,0,0,0,0,22.04585,90.40019,4.722474,27.51479,-1.6661616,9.386803,36.25566,1889.644,-3.953548,9.07137,7,15
95,1960,DNK,NLD,DNKNLD,28.4,19.05,109.4,13.5,1.88E+11,9.41E+10,16386.545,20537.546,11486631,4579603,3.8,6.91,0,0,0,0,0,0,0,0,622.9741,622.9741,587.1985,574.9584,0,0,0,0,1,0,149.0719,810.6378,6.866631,26.36617,-0.81114038,8.331104,36.25566,19.94625,0.5975546,6.434505,7,16
96,1960,DNK,NOR,DNKNOR,66.5,19.05,59.1,13.5,8.30E+10,9.41E+10,23167.442,20537.546,3581239,4579603,7.14,6.91,0,0,0,0,0,0,0,0,485.3148,485.3148,559.5346,491.7828,0,0,0,0,0,0,349.0593,437.9222,6.668205,25.89954,-0.69707654,7.8747,36.25566,37.49296,-0.0335576,6.184798,7,17
97,1960,DNK,PRT,DNKPRT,2.8,19.05,5.6,13.5,3.99E+10,9.41E+10,4500.7362,20537.546,8857716,4579603,28.75,6.91,0,0,0,0,0,0,0,0,2478.47,2478.47,2401.323,2380.789,0,0,0,0,0,0,14.69723,41.49517,4.028781,25.62051,-0.87194183,9.682642,36.25566,150.9091,-1.426082,7.815397,7,18
98,1960,DNK,SWE,DNKSWE,131.4,19.05,176.4,13.5,1.35E+11,9.41E+10,18050.119,20537.546,7484656,4579603,5.17,6.91,0,0,0,0,0,0,0,0,523.7871,523.7871,450.0833,229.9004,0,0,0,0,0,0,689.7202,1307.098,7.59931,26.15765,-0.72575597,7.819004,36.25566,27.15424,0.2890624,6.261086,7,19
99,1960,DNK,USA,DNKUSA,134.7,19.05,174.9,13.5,3.17E+12,9.41E+10,17550.573,20537.546,1.81E+08,4579603,1,6.91,0,0,0,0,0,0,0,0,6191.893,6519.391,7410.588,7239.713,0,0,0,0,0,0,707.0419,1295.983,7.602414,28.81426,-2.8832108,8.002016,36.25566,5.249012,1.932556,8.730996,7,20
100,1960,ESP,CHE,ESPCHE,19.4,19.05,19.8,13.5,1.63E+11,2.25E+11,30624.716,7375.7029,5327827,30455000,4.37,60,0,0,0,0,0,0,0,0,1153.117,1153.117,1176.602,1089.963,0,0,0,0,0,0,101.8308,146.7151,5.515627,26.68373,-0.71858962,10.05402,314.9407,22.95367,2.618907,7.050224,8,5
101,1960,ESP,GBR,ESPGBR,126,19.05,60.7,13.5,7.30E+11,2.25E+11,13934.03,7375.7029,52400000,30455000,0.36,60,0,0,0,0,0,0,0,0,1263.379,1263.379,1435.419,1369.098,0,0,0,0,0,0,661.3755,449.778,7.013154,27.58474,-1.0221122,8.788491,314.9407,1.874648,5.123963,7.141545,8,11
102,1960,ESP,SWE,ESPSWE,14.2,19.05,20.3,13.5,1.35E+11,2.25E+11,18050.119,7375.7029,7484656,30455000,5.17,60,0,0,0,0,0,0,0,0,2596.908,2596.908,2486.548,2426.659,0,0,0,0,0,0,74.53596,150.42,5.415905,26.60861,-0.75708915,9.275605,314.9407,27.15424,2.450851,7.862077,8,19
103,1960,ESP,USA,ESPUSA,72.3,19.05,140.4,13.5,3.17E+12,2.25E+11,17550.573,7375.7029,1.81E+08,30455000,1,60,0,0,1,1,0,0,0,0,5770.264,6092.003,7437.157,7176.146,0,0,0,0,0,0,379.5035,1040.343,7.258304,28.85347,-2.0910636,9.227676,314.9407,5.249012,4.094345,8.660473,8,20
104,1960,FIN,CHE,FINCHE,5.3,19.05,21.4,13.5,1.63E+11,5.40E+10,30624.716,12179.393,5327827,4429634,4.37,3.2,0,0,0,0,0,0,0,0,1859.36,1859.36,1922.123,1909.224,0,0,0,0,0,0,27.81976,158.5708,5.227844,26.10369,-0.98487956,9.822566,16.79684,22.95367,-0.3122871,7.527987,9,5
105,1960,FIN,DEU,FINDEU,114.7,19.05,205.3,13.5,1.54E+12,5.40E+10,19679.536,12179.393,72814900,4429634,4.2,3.2,0,0,0,0,0,0,0,0,1474.956,1104.221,1435.278,1398.036,0,0,0,0,1,0,602.0616,1521.243,7.660729,28.09619,-2.7261858,8.922677,16.79684,22.04585,-0.2719337,7.296383,9,6
106,1960,FIN,ESP,FINESP,1.9,19.05,7.2,13.5,2.25E+11,5.40E+10,7375.7029,12179.393,30455000,4429634,60,3.2,0,0,0,0,0,0,0,0,2952.195,2952.195,3027.229,2988.471,0,0,0,0,0,0,9.973123,53.35093,4.148265,26.35296,-1.1637401,8.477139,16.79684,314.9407,-2.931194,7.990304,9,8
107,1960,FIN,FRA,FINFRA,46.1,19.05,59,13.5,5.94E+11,5.40E+10,12743.925,12179.393,46621669,4429634,4.94,3.2,0,0,0,0,0,0,0,0,1911.138,1911.138,2151.814,2123.761,0,0,0,0,1,0,241.9794,437.1813,6.520858,27.1973,-1.8797397,6.335997,16.79684,25.91469,-0.4336193,7.555454,9,10
108,1960,FIN,GBR,FINGBR,235.8,19.05,141,13.5,7.30E+11,5.40E+10,13934.03,12179.393,52400000,4429634,0.36,3.2,0,0,0,0,0,0,0,0,1826.928,1826.928,1851.041,1841.693,0,0,0,0,0,0,1237.717,1044.789,7.733029,27.38779,-2.0546061,7.470017,16.79684,1.874648,2.19277,7.510391,9,11
109,1960,FIN,GRC,FINGRC,6.5,19.05,4,13.5,5.22E+10,5.40E+10,6259.7931,12179.393,8331725,4429634,30,3.2,0,0,0,0,0,0,0,0,2465.045,2465.045,2544.745,2528.795,0,0,0,0,0,0,34.11858,29.63941,4.155095,25.3877,-0.69343353,8.686024,16.79684,157.4719,-2.238057,7.809965,9,12
110,1960,FIN,IRL,FINIRL,9.5,19.05,0.1,13.5,3.77E+10,5.40E+10,12745.356,12179.393,2828600,4429634,0.36,3.2,0,0,0,0,0,0,0,0,2028.749,2028.749,2094.368,2086.685,0,0,0,0,0,0,49.86561,0.7409852,3.924082,25.24115,-0.72513121,6.338528,16.79684,1.874648,2.19277,7.615175,9,13
111,1960,FIN,ITA,FINITA,21.1,19.05,18.6,13.5,5.46E+11,5.40E+10,10878.983,12179.393,50199700,4429634,623.99,3.2,0,0,0,0,0,0,0,0,2203.158,2203.158,2246.061,2215.249,0,0,0,0,1,0,110.7542,137.8232,5.515754,27.12032,-1.8100477,7.170435,16.79684,3275.312,-5.272978,7.697647,9,14
112,1960,FIN,JPN,FINJPN,0.5,19.05,2.3,13.5,7.96E+11,5.40E+10,8607.6571,12179.393,92500572,4429634,360,3.2,0,0,0,0,0,0,0,0,7830.051,7830.051,7675.538,7670.142,0,0,0,0,0,0,2.624506,17.04266,2.978951,27.46869,-2.1297807,8.180807,16.79684,1889.644,-4.722953,8.965724,9,15
113,1960,FIN,NLD,FINNLD,58.9,19.05,45,13.5,1.88E+11,5.40E+10,16386.545,12179.393,11486631,4429634,3.8,3.2,0,0,0,0,0,0,0,0,1505.523,1505.523,1567.819,1556.587,0,0,0,0,1,0,309.1668,333.4433,6.465538,26.21293,-1.0604792,8.344542,16.79684,19.94625,-0.1718503,7.316895,9,16
114,1960,FIN,NOR,FINNOR,12.6,19.05,14.1,13.5,8.30E+10,5.40E+10,23167.442,12179.393,3581239,4429634,7.14,3.2,1,0,0,0,0,0,0,0,791.2361,791.2361,881.6286,856.131,0,0,0,0,0,0,66.13755,104.4789,5.139418,25.64265,-0.73910393,9.304564,16.79684,37.49296,-0.8029625,6.673596,9,17
115,1960,FIN,PRT,FINPRT,0.8,19.05,1.4,13.5,3.99E+10,5.40E+10,4500.7362,12179.393,8857716,4429634,28.75,3.2,0,0,0,0,0,0,0,0,3362.978,3362.978,3383.273,3364.83,0,0,0,0,0,0,4.199209,10.37379,2.679171,25.26461,-0.71594192,8.9462,16.79684,150.9091,-2.195487,8.120583,9,18
116,1960,FIN,SWE,FINSWE,42.8,19.05,106.8,13.5,1.35E+11,5.40E+10,18050.119,12179.393,7484656,4429634,5.17,3.2,1,1,0,1,0,0,0,0,397.8922,397.8922,604.9106,525.1762,0,0,0,0,0,0,224.6577,791.3722,6.923658,25.96527,-0.89679753,8.677733,16.79684,27.15424,-0.4803426,5.986181,9,19
117,1960,FIN,USA,FINUSA,48.8,19.05,66.9,13.5,3.17E+12,5.40E+10,17550.573,12179.393,1.81E+08,4429634,1,3.2,0,0,0,0,0,0,0,0,6625.923,6943.182,7667.73,7544.282,0,0,0,0,0,0,256.1518,495.7191,6.622565,28.8019,-3.4142971,8.588803,16.79684,5.249012,1.163151,8.798745,9,20
118,1960,FRA,CHE,FRACHE,314.1,19.05,127.2,13.5,1.63E+11,5.94E+11,30624.716,12743.925,5327827,46621669,4.37,4.94,1,1,1,0,0,0,0,0,436.0778,436.0778,473.7304,405.9947,0,0,0,1,0,0,1648.715,942.5331,7.859895,27.35303,-1.0845173,9.791482,25.91469,22.95367,0.1213322,6.077821,10,5
119,1960,FRA,DEU,FRADEU,943.2,19.05,990.3,13.5,1.54E+12,5.94E+11,19679.536,12743.925,72814900,46621669,4.2,4.94,1,0,0,0,0,0,0,0,439.8984,880.187,789.5815,682.0841,0,0,0,1,1,1,4950.868,7337.977,9.416447,28.38831,-0.91135684,8.844424,25.91469,22.04585,0.1616855,6.086544,10,6
120,1960,FRA,ESP,FRAESP,83.8,19.05,63.7,13.5,2.25E+11,5.94E+11,7375.7029,12743.925,30455000,46621669,60,4.94,1,0,0,0,0,0,0,0,1054.656,1054.656,958.838,817.1057,0,0,0,1,0,0,439.8672,472.0076,6.815503,27.43107,-0.92089795,8.588252,25.91469,314.9407,-2.497575,6.96097,10,8
121,1960,FRA,GBR,FRAGBR,347.1,19.05,230.3,13.5,7.30E+11,5.94E+11,13934.03,12743.925,52400000,46621669,0.36,4.94,0,0,0,0,0,0,0,0,342.9475,342.9475,749.6503,598.5457,0,0,0,1,0,0,1821.932,1706.489,8.168606,27.91189,-0.70374985,7.081797,25.91469,1.874648,2.626389,5.837577,10,11
122,1960,FRA,GRC,FRAGRC,34.9,19.05,11.6,13.5,5.22E+10,5.94E+11,6259.7931,12743.925,8331725,46621669,30,4.94,0,0,0,0,0,0,0,0,2098.726,2098.726,1928.061,1891.254,0,0,0,1,0,0,183.1905,85.95428,5.59525,27.19453,-1.9080362,8.777113,25.91469,157.4719,-1.804437,7.649086,10,12
123,1960,FRA,IRL,FRAIRL,10.1,19.05,3.2,13.5,3.77E+10,5.94E+11,12745.356,12743.925,2828600,46621669,0.36,4.94,0,0,0,0,0,0,0,0,778.2031,778.2031,1024.208,948.9664,0,0,0,1,0,0,53.01502,23.71153,4.340248,27.17189,-2.1875602,0.3579595,25.91469,1.874648,2.626389,6.656988,10,13
124,1960,FRA,ITA,FRAITA,401,19.05,252.7,13.5,5.46E+11,5.94E+11,10878.983,12743.925,50199700,46621669,623.99,4.94,1,0,0,0,0,0,0,0,1109.901,1109.901,891.5286,712.8497,0,0,0,1,1,1,2104.854,1872.47,8.288364,27.76228,-0.69492236,7.530985,25.91469,3275.312,-4.839358,7.012026,10,14
125,1960,FRA,JPN,FRAJPN,27.4,19.05,16.4,13.5,7.96E+11,5.94E+11,8607.6571,12743.925,92500572,46621669,360,4.94,0,0,0,0,0,0,0,0,9725.629,9725.629,9803.116,9796.54,0,0,0,1,0,0,143.8229,121.5216,5.581029,27.96058,-0.71449629,8.327549,25.91469,1889.644,-4.289334,9.18252,10,15
126,1960,FRA,NLD,FRANLD,185.6,19.05,233.5,13.5,1.88E+11,5.94E+11,16386.545,12743.925,11486631,46621669,3.8,4.94,0,0,0,0,0,0,0,0,427.9169,427.9169,660.9895,556.2308,0,0,0,1,1,1,974.2166,1730.2,7.902642,27.38559,-1.0067419,8.200459,25.91469,19.94625,0.2617689,6.058929,10,16
127,1960,FRA,NOR,FRANOR,38.8,19.05,28.7,13.5,8.30E+10,5.94E+11,23167.442,12743.925,3581239,46621669,7.14,4.94,0,0,0,0,0,0,0,0,1342.89,1342.89,1614.931,1544.384,0,0,0,1,0,0,203.6617,212.6628,6.031465,27.2411,-1.536947,9.25182,25.91469,37.49296,-0.3693433,7.202579,10,17
128,1960,FRA,PRT,FRAPRT,54.4,19.05,13.4,13.5,3.99E+10,5.94E+11,4500.7362,12743.925,8857716,46621669,28.75,4.94,0,0,0,0,0,0,0,0,1452.86,1452.86,1339.212,1289.051,0,0,0,1,0,0,285.5462,99.29202,5.952823,27.17533,-2.13833,9.017142,25.91469,150.9091,-1.761868,7.281289,10,18
129,1960,FRA,SWE,FRASWE,118.2,19.05,107.6,13.5,1.35E+11,5.94E+11,18050.119,12743.925,7484656,46621669,5.17,4.94,0,0,0,0,0,0,0,0,1545.797,1545.797,1616.322,1550.527,0,0,0,1,0,0,620.4332,797.3,7.256814,27.31527,-1.1977366,8.57663,25.91469,27.15424,-0.0467233,7.343295,10,19
130,1960,FRA,USA,FRAUSA,401.1,19.05,745.7,13.5,3.17E+12,5.94E+11,17550.573,12743.925,1.81E+08,46621669,1,4.94,0,0,0,1,0,0,0,0,5838.157,6169.154,7456.767,7227.043,0,0,0,1,0,0,2105.379,5525.526,8.939961,28.95678,-1.3249867,8.477756,25.91469,5.249012,1.59677,8.672171,10,20
131,1960,GBR,USA,GBRUSA,1058.5,19.05,1605,13.5,3.17E+12,7.30E+11,17550.573,13934.03,1.81E+08,52400000,1,0.36,0,1,1,1,0,0,0,0,5570.161,5901.343,6878.493,6655.415,0,0,0,0,0,0,5556.079,11892.81,9.767032,28.99226,-1.189836,8.193274,1.874648,5.249012,-1.029619,8.625179,11,20
132,1960,GRC,CHE,GRCCHE,2.8,19.05,9,13.5,1.63E+11,5.22E+10,30624.716,6259.7931,5327827,8331725,4.37,30,0,0,0,0,0,0,0,0,1662.651,1662.651,1610.491,1600.698,0,0,0,0,0,0,14.69723,66.68867,4.399202,26.09538,-1.0021169,10.1009,157.4719,22.95367,1.925769,7.416169,12,5
133,1960,GRC,ESP,GRCESP,0.4,19.05,1.8,13.5,2.25E+11,5.22E+10,7375.7029,6259.7931,30455000,8331725,60,30,0,0,0,0,0,0,0,0,2372.903,2372.903,2289.585,2241.472,0,0,0,0,0,0,2.099605,13.33773,2.736789,26.3465,-1.1846535,7.017425,157.4719,314.9407,-0.6931372,7.771869,12,8
134,1960,GRC,GBR,GRCGBR,19.2,19.05,71.7,13.5,7.30E+11,5.22E+10,13934.03,6259.7931,52400000,8331725,0.36,30,0,0,0,0,0,0,0,0,2394.85,2394.85,2481.971,2466.703,0,0,0,0,0,0,100.781,531.2864,6.448996,27.3855,-2.0838661,8.945624,157.4719,1.874648,4.430826,7.781076,12,11
135,1960,GRC,IRL,GRCIRL,0.4,19.05,0.2,13.5,3.77E+10,5.22E+10,12745.356,6259.7931,2828600,8331725,0.36,30,0,0,0,0,0,0,0,0,2855.222,2855.222,2844.277,2838.347,0,0,0,0,0,0,2.099605,1.48197,1.275803,25.22136,-0.71940436,8.777334,157.4719,1.874648,4.430826,7.956905,12,13
136,1960,GRC,ITA,GRCITA,12.6,19.05,40.5,13.5,5.46E+11,5.22E+10,10878.983,6259.7931,50199700,8331725,623.99,30,0,0,0,0,0,0,0,0,1050.411,1050.411,1112.724,1038.996,0,0,0,0,1,0,66.13755,300.099,5.903279,27.11732,-1.8378996,8.437975,157.4719,3275.312,-3.034921,6.956937,12,14
137,1960,GRC,JPN,GRCJPN,2.1,19.05,82.1,13.5,7.96E+11,5.22E+10,8607.6571,6259.7931,92500572,8331725,360,30,0,0,0,0,0,0,0,0,9517.985,9517.985,9363.692,9360.238,0,0,0,0,0,0,11.02292,608.3488,6.428706,27.46658,-2.1593974,7.761261,157.4719,1889.644,-2.484897,9.160938,12,15
138,1960,GRC,NLD,GRCNLD,5.2,19.05,20.9,13.5,1.88E+11,5.22E+10,16386.545,6259.7931,11486631,8331725,3.8,30,0,0,0,0,0,0,0,0,2162.912,2162.912,2090.397,2082.017,0,0,0,0,1,0,27.29486,154.8659,5.20489,26.20549,-1.0794417,9.222936,157.4719,19.94625,2.066206,7.679211,12,16
139,1960,GRC,NOR,GRCNOR,0.6,19.05,2.3,13.5,8.30E+10,5.22E+10,23167.442,6259.7931,3581239,8331725,7.14,30,0,0,0,0,0,0,0,0,2606.405,2606.405,2657.436,2635.489,0,0,0,0,0,0,3.149407,17.04266,3.00529,25.62945,-0.74654967,9.735521,157.4719,37.49296,1.435094,7.865727,12,17
140,1960,GRC,PRT,GRCPRT,0.6,19.05,1.6,13.5,3.99E+10,5.22E+10,4500.7362,6259.7931,8857716,8331725,28.75,30,0,0,0,0,0,0,0,0,2853.773,2853.773,2838.769,2827.314,0,0,0,0,0,0,3.149407,11.85576,2.708395,25.24528,-0.71114143,7.472533,157.4719,150.9091,0.0425696,7.956397,12,18
141,1960,GRC,SWE,GRCSWE,2.2,19.05,15.7,13.5,1.35E+11,5.22E+10,18050.119,6259.7931,7484656,8331725,5.17,30,0,0,0,0,0,0,0,0,2408.377,2408.377,2353.035,2334.877,0,0,0,0,0,0,11.54783,116.3347,4.851112,25.95573,-0.91155772,9.375034,157.4719,27.15424,1.757714,7.786708,12,19
142,1960,GRC,USA,GRCUSA,27.3,19.05,94.8,13.5,3.17E+12,5.22E+10,17550.573,6259.7931,1.81E+08,8331725,1,30,0,0,0,0,0,0,0,0,7929.328,8259.79,9319.274,9154.24,0,0,0,0,0,0,143.298,702.454,6.740226,28.80134,-3.447028,9.331741,157.4719,5.249012,3.401207,8.978324,12,20
143,1960,IRL,CHE,IRLCHE,0.4,19.05,2.8,13.5,1.63E+11,3.77E+10,30624.716,12745.356,5327827,2828600,4.37,0.36,0,0,0,0,0,0,0,0,1203.958,1203.958,1246.226,1242.991,0,0,0,0,0,0,2.099605,20.74759,3.128828,26.02585,-1.1878357,9.791402,1.874648,22.95367,-2.505057,7.09337,13,5
144,1960,IRL,ESP,IRLESP,1.9,19.05,5.1,13.5,2.25E+11,3.77E+10,7375.7029,12745.356,30455000,2828600,60,0.36,0,0,0,0,0,0,0,0,1450.236,1450.236,1522.519,1476.14,0,0,0,0,0,0,9.973123,37.79025,3.866259,26.29282,-1.4021015,8.588518,1.874648,314.9407,-5.123963,7.279481,13,8
145,1960,IRL,GBR,IRLGBR,315.2,19.05,314.5,13.5,7.30E+11,3.77E+10,13934.03,12745.356,52400000,2828600,0.36,0.36,1,1,1,1,0,0,0,0,460.4115,460.4115,425.3322,395.0088,0,0,0,0,0,0,1654.489,2330.398,8.290264,27.36684,-2.3713336,7.080594,1.874648,1.874648,0,6.132121,13,11
146,1960,IRL,ITA,IRLITA,4.1,19.05,5.9,13.5,5.46E+11,3.77E+10,10878.983,12745.356,50199700,2828600,623.99,0.36,0,0,0,0,0,0,0,0,1887.733,1887.733,1821.601,1766.681,0,0,0,0,1,0,21.52095,43.71813,4.178059,27.09285,-2.1137454,7.531752,1.874648,3275.312,-7.465747,7.543132,13,14
147,1960,IRL,JPN,IRLJPN,385.8,19.05,8.7,13.5,7.96E+11,3.77E+10,8607.6571,12745.356,92500572,2828600,360,0.36,0,0,0,0,0,0,0,0,9599.005,9599.005,9575.228,9571.551,0,0,0,0,0,0,2025.069,64.46571,7.644697,27.44938,-2.4497967,8.327895,1.874648,1889.644,-6.915723,9.169415,13,15
148,1960,IRL,NLD,IRLNLD,3.1,19.05,16.9,13.5,1.88E+11,3.77E+10,16386.545,12745.356,11486631,2828600,3.8,0.36,0,0,0,0,0,0,0,0,756.7269,756.7269,824.0455,816.2403,0,0,0,0,1,0,16.27194,125.2265,4.952289,26.14343,-1.2801206,8.200066,1.874648,19.94625,-2.36462,6.629003,13,16
149,1960,IRL,NOR,IRLNOR,0.1,19.05,1.4,13.5,8.30E+10,3.77E+10,23167.442,12745.356,3581239,2828600,7.14,0.36,0,0,0,0,0,0,0,0,1267.015,1267.015,1305.79,1268.504,0,0,0,0,0,0,0.5249012,10.37379,2.388643,25.51624,-0.8449119,9.251682,1.874648,37.49296,-2.995732,7.144419,13,17
150,1960,IRL,PRT,IRLPRT,0.9,19.05,1,13.5,3.99E+10,3.77E+10,4500.7362,12745.356,8857716,2828600,28.75,0.36,0,0,0,0,0,0,0,0,1639.821,1639.821,1567.218,1539.292,0,0,0,0,0,0,4.724111,7.409852,2.496008,25.07429,-0.69393397,9.017316,1.874648,150.9091,-4.388257,7.402342,13,18
151,1960,IRL,SWE,IRLSWE,2.5,19.05,10.3,13.5,1.35E+11,3.77E+10,18050.119,12745.356,7484656,2828600,5.17,0.36,0,0,0,0,0,0,0,0,1631.147,1631.147,1549.426,1522.62,0,0,0,0,0,0,13.12253,76.32147,4.493613,25.87534,-1.0755743,8.576361,1.874648,27.15424,-2.673112,7.397039,13,19
152,1960,IRL,USA,IRLUSA,31.3,19.05,52.5,13.5,3.17E+12,3.77E+10,17550.573,12745.356,1.81E+08,2828600,1,0.36,0,1,1,0,0,0,0,0,5117.716,5448.801,6515.071,6276.317,0,0,0,0,0,0,164.2941,389.0172,6.315921,28.79685,-3.7628236,8.477458,1.874648,5.249012,-1.029619,8.540463,13,20
153,1960,ITA,CHE,ITACHE,244.4,19.05,137.9,13.5,1.63E+11,5.46E+11,30624.716,10878.983,5327827,50199700,4.37,623.99,1,1,1,0,0,0,0,0,692.6592,692.6592,609.6788,438.954,0,0,0,1,0,0,1282.859,1021.819,7.742696,27.28752,-1.0377746,9.890693,3275.312,22.95367,4.96069,6.540538,14,5
154,1960,ITA,ESP,ITAESP,34.9,19.05,82,13.5,2.25E+11,5.46E+11,7375.7029,10878.983,30455000,50199700,60,623.99,0,0,0,0,0,0,0,0,1366.76,1366.76,1325.827,1219.245,0,0,0,1,0,0,183.1905,607.6078,6.673043,27.37063,-0.88429442,8.161455,3275.312,314.9407,2.341784,7.220198,14,8
