"","Twostep","SPJ","CCE","SPJ_chen"
"1",-0.0215704319521277,-0.0093891112872323,-0.0252423200909336,-0.0453348496251805
"2",-0.0170493561681939,-0.0235119125031913,0.0593881068756509,0.0872187033500751
"3",-0.0118019539244821,-0.0213055605556829,0.0517863087939377,0.0792277866793222
"4",-0.0197568938841245,-0.0125210483431748,-0.0193736093549746,-0.051916472602851
"5",-0.0172873569561773,-0.017992101070842,0.0545509938438647,0.0794659351863122
"6",-0.0117850205258149,-0.00927396564809389,0.051688438147894,0.0629419441152405
"7",-0.0168230115381438,-0.0114579625518121,-0.0178380806920269,-0.0499510404818474
"8",-0.0131982668961433,-0.0102177443087546,0.0534865934439712,0.0767947610752104
"9",-0.0153893107359778,-0.0136631366265188,0.0514438515967274,0.0568023426198894
"10",0.0241069251948748,0.0194045721878974,0.0309259851056962,0.055892308836756
"11",0.0438695342512195,0.0699961179622167,0.0867357536306301,0.147872624448818
"12",0.0460909002728413,0.075679655213176,0.084521936442142,0.144684670117123
"13",0.0215260740987638,0.017770104659433,0.0230979116917424,0.0575326292903223
"14",0.0359271078264836,0.0523208951369022,0.075607112783425,0.12833452175606
"15",0.0338859254721553,0.0516142238700296,0.0704132771775073,0.115796631676842
"16",0.0175640617964166,0.0133024594763227,0.0196352787515042,0.0523304626723316
"17",0.0271303610277895,0.0343966408186711,0.0655847689739183,0.107946023871754
"18",0.0267563573343244,0.0328206531386996,0.0630506552434281,0.0942027679470139
