"","Twostep","SPJ","CCE","SPJ_chen"
"1",-0.0196652115088571,-0.00408783246371704,-0.0205890758875216,-0.0267945356752625
"2",0.00842240207895183,-0.00877290171291584,0.0623036112134907,0.104001925977302
"3",0.0142004321237827,-0.00548104253167044,0.0669572549358805,0.087699306249101
"4",-0.0150391732919799,-0.00369312018867908,-0.0143572918734846,-0.0330045669653868
"5",0.0014001380666591,-0.00913275401046931,0.0569042886877118,0.0849201585256203
"6",0.00414150141116886,-0.00784981523057709,0.0567808273569486,0.0669338408430571
"7",-0.0133659872457685,-0.00643518840467733,-0.0115568937210293,-0.0387353500756549
"8",-0.000564071871755978,-0.00919237967941547,0.0553536336526854,0.0726557690032376
"9",-0.00258239641433647,-0.00898048045213403,0.0482673880572917,0.0608065343546742
"10",0.0256320681522873,0.0325831204156463,0.0294992687337567,0.0503768744341624
"11",0.0672027662456067,0.118190943125158,0.110037001229247,0.195883120458857
"12",0.063720594571415,0.121418873003239,0.107553597131722,0.17629532682918
"13",0.0192699647409224,0.0220646816851314,0.0202642039554236,0.0453307447493427
"14",0.0446883338502301,0.0770029925731616,0.0863573253813277,0.144979812696178
"15",0.0488612500319342,0.0835682433052313,0.0858428853711055,0.135710385027691
"16",0.0154473241140846,0.0132275784226971,0.0155371492427319,0.043585803072117
"17",0.0309952263659141,0.0521295956283848,0.0737300952882794,0.109523445547996
"18",0.031483134095505,0.0537627959194208,0.0716118776962448,0.10242368937479
