"","Twostep","SPJ","CCE","SPJ_chen"
"T=30",-0.00339385999906572,0.000624245650747693,0.00260020481527111,-0.0189580659153305
"T=30",0.00682239220140648,-0.00397605130342091,0.0724433154369452,0.0897679295981483
"T=30",0.00730423550983648,-0.00608866874937478,0.0744323648252273,0.0943409816037864
"T=50",-0.00168434629371713,0.000697673276974034,0.00326484798628886,-0.0259602551643799
"T=50",0.00356347293348264,-0.00327859978522492,0.0732623367532443,0.0870070278109737
"T=50",0.00320307161057688,-0.0040956530004753,0.0675518834475425,0.0757433679103394
"T=100",-0.000979745863769605,-1.0086046261071e-05,0.00510095116578544,-0.0266533569444556
"T=100",0.00279894364973023,0.000207070950108224,0.0649995607639105,0.0809563248044593
"T=100",0.00373436588703375,0.00147745715321315,0.0655281963077861,0.0717737526682261
"T=30",0.0102069185893031,0.0144308378117958,0.0156547218832525,0.0353138402675951
"T=30",0.0323236003415221,0.0504425938694796,0.0913168780240491,0.137173876951092
"T=30",0.034169500984776,0.0543406236006914,0.0928330476990004,0.141320716416177
"T=50",0.00669708187532965,0.0093306812323192,0.0113218437636534,0.0330853342633657
"T=50",0.0244299188840075,0.0346683631421938,0.0853170493994808,0.119498650460297
"T=50",0.0246409290608056,0.0357106810428773,0.0790904142726499,0.111723459040631
"T=100",0.00431381972120117,0.00561583691331444,0.00910108433244298,0.0300535065090527
"T=100",0.0163504166086313,0.0217836744400495,0.072543023959264,0.103852231347564
"T=100",0.0162356740398293,0.0212897266521698,0.073407183616088,0.0971454006672608
