,Twostep,SPJ,CCE,SPJ_chen
T=30,-0.016766081,-0.004688226,-0.019154796,-0.036782756
T=30,-0.008285538,-0.00606254,0.059164115,0.088655064
T=30,-0.003933729,0.000408581,0.063516744,0.077945618
T=50,-0.012669895,-0.004298347,-0.014517882,-0.040841713
T=50,-0.006040008,-0.007163122,0.056325985,0.076097912
T=50,-0.005183101,-0.003665237,0.048689996,0.066542253
T=100,-0.010379025,-0.005236618,-0.010827513,-0.044625931
T=100,-0.007692754,-0.006108392,0.056563659,0.081930511
T=100,-0.008754487,-0.006684496,0.049418042,0.06352663
T=30,0.019244413,0.015135633,0.02520202,0.049813873
T=30,0.035140968,0.059044182,0.085137328,0.144550168
T=30,0.034618822,0.055709724,0.088924194,0.142100166
T=50,0.014739689,0.011661187,0.018277763,0.046977986
T=50,0.02620681,0.043890596,0.070219032,0.119826345
T=50,0.029273875,0.041672451,0.066592101,0.105867462
T=100,0.011546018,0.008535308,0.013756016,0.047155574
T=100,0.018904755,0.027127609,0.066315728,0.103762041
T=100,0.020632215,0.026414269,0.061727827,0.092562341
